ensgene,Hipposideros armiger,Rhinolophus affinis,Myotis laniger,Miniopterus fuliginosus,Taphozous melanopogon,Cynopterus sphinx,Rousettus leschenaultia,Eonycteris spelaea
ENSMLUG00000010986,118.99,59.23,70.4,30.67,64.16,42.19,136.39,106.4
ENSMLUG00000016846,6.37,4.46,23.12,27.49,10.89,8.91,8.69,5.36
ENSMLUG00000016973,21.98,5.1,32.89,0,35.99,0,50.93,37.04
ENSMLUG00000011569,10.36,12.22,0,0,0,13.63,5.47,7.88
ENSMLUG00000000929,31.7,23.15,24.3,25.48,23.57,15.79,9.71,13.12
ENSMLUG00000028233,10.79,13.76,8.43,10.9,14.24,9.44,11.21,7.15
ENSMLUG00000010587,31.31,15.04,24.52,21.06,26.48,51.28,36.75,22.32
ENSMLUG00000007541,127.87,45.95,218.82,118.94,46.83,111,60.68,75.79
ENSMLUG00000003977,44.47,32.53,16.08,15.34,59.38,12.97,28.51,61.24
ENSMLUG00000001864,0,3.36,0,0,0,0,0,0
ENSMLUG00000008208,0,0,11.84,12.06,0,0,0,0
ENSMLUG00000011010,40.82,42.98,48.94,42.05,35.39,75.08,78.83,104.68
ENSMLUG00000024321,68.92,67.14,25.82,18.34,46.33,0,70.78,0.93
ENSMLUG00000017060,18.19,10.63,4.95,6.25,19.83,9.59,24.9,23.26
ENSMLUG00000006552,2.68,6.23,8.89,12.7,12.95,9.35,7.8,6.87
ENSMLUG00000002500,0,0,0,0,0,0,0,6.16
ENSMLUG00000003473,74.45,107.85,230.15,305.46,122.04,78.68,86.21,124.95
ENSMLUG00000017715,0,0,1.16,0,0,0,0,0
ENSMLUG00000002085,20.98,33.64,37.36,38.58,26.2,7,7.1,8.63
ENSMLUG00000009903,25.47,43.54,37.65,24.25,0,0,42.82,0
ENSMLUG00000016456,0,0,1.9,0,0,0,0,0
ENSMLUG00000007420,246.81,175.52,315.01,198.6,352.2,187.59,248.75,225.03
ENSMLUG00000009693,10.71,16.5,21.81,26.79,25.88,26.24,26.28,26.28
ENSMLUG00000008100,27.96,14.42,9.09,9.79,0,0,24.78,0
ENSMLUG00000015733,0,0,2.67,5.71,0,0,3.31,0
ENSMLUG00000004324,0,0,0,2.07,0,0,6.18,3.95
ENSMLUG00000012546,62.18,27.61,61.17,54.31,63.69,56.73,57.63,41.71
ENSMLUG00000012602,10.21,6.28,7.77,3.67,24.5,28.06,12.83,15.17
ENSMLUG00000005866,23.01,6.78,4.93,4.52,0,7.56,8.39,6.73
ENSMLUG00000014974,70.23,63.45,71.23,37.97,45.06,36.76,67.16,54.05
ENSMLUG00000011967,0,0,15.3,6.62,0,0,0,0
ENSMLUG00000025488,11.83,0,3.01,1.11,0,0,0,0
ENSMLUG00000001289,48.15,33.99,145.93,125.74,151.86,29.9,44.18,52.54
ENSMLUG00000007105,39.47,26.66,17.52,8.35,75.82,29.2,58.59,75.39
ENSMLUG00000002946,5.57,6.98,10.84,12.24,7.04,0,0,5.62
ENSMLUG00000001793,24.28,12.67,27.21,26.95,30.65,26.37,23.18,35.44
ENSMLUG00000011359,8.82,16.87,0,0,8.56,15.9,11.36,12.2
ENSMLUG00000000657,112.87,55.75,25.8,18.96,57.94,46.13,49.29,35.04
ENSMLUG00000007150,162.09,213.48,180.65,96.56,141.35,187.12,134.37,98.27
ENSMLUG00000002883,40.77,28.66,23.53,41.46,25.7,43.59,29.44,30.9
ENSMLUG00000017395,53.68,52.73,24.55,18.23,44.74,22.73,79.43,50.05
ENSMLUG00000029850,0,0,4.3,4.79,0,0,0,0
ENSMLUG00000000882,117.57,101.09,0,0,87.88,112.79,130.52,126.35
ENSMLUG00000006224,24.89,7.39,13.3,20.92,17.49,9.44,10.85,17.61
ENSMLUG00000003409,33.46,28.69,22.24,14.86,36.86,43.53,24.2,32.14
ENSMLUG00000009637,0,51.4,0,37.58,35.92,69.06,74.48,46.07
ENSMLUG00000000447,9.11,0,7.27,13.32,16.14,30.84,6.01,8.42
ENSMLUG00000000833,224.6,213.57,129.4,88.8,181.77,97.35,263.75,336.99
ENSMLUG00000006280,0,0,0,0,0,16.51,0,0
ENSMLUG00000016649,139.56,118.78,103.42,156.37,108.29,34.53,64.75,50.66
ENSMLUG00000012659,44,42.24,22.68,12.35,32.91,44.39,31.67,31.7
ENSMLUG00000012754,34.09,25.76,29.84,23.01,34.82,24.69,34.28,35.1
ENSMLUG00000008799,28.92,12.01,20.51,19.76,21.27,0,20.8,23.45
ENSMLUG00000013188,59.44,34.12,25.63,26.36,21.03,40.38,42.9,39.95
ENSMLUG00000003215,65.64,45.23,76.15,68.38,55.68,82.75,66.69,39.43
ENSMLUG00000005496,38.42,17.05,19.06,26.19,8.01,23.22,18.5,0
ENSMLUG00000007159,45.07,22.56,18.13,15.54,34.03,17.64,33.84,22.75
ENSMLUG00000001885,12.97,13.24,19.24,11.53,21.8,21.17,25.33,35.32
ENSMLUG00000013078,30.68,13.62,13.5,17.92,0,42.38,40.21,22.84
ENSMLUG00000001442,10.55,7.48,11.98,10.84,21.01,9.28,6.81,6.84
ENSMLUG00000004420,25.84,30.57,47.42,45.54,15.22,57.34,12.75,17.52
ENSMLUG00000005757,10.64,15.99,12.19,3.24,5.43,5.86,10.4,28.49
ENSMLUG00000016161,0,0,9.22,7.44,0,0,0,50.94
ENSMLUG00000008715,12.39,7.9,11.04,12.8,21.18,19.37,8.96,4.31
ENSMLUG00000024530,11.99,0,16.92,6.25,23.48,0,0,14.71
ENSMLUG00000011058,0,0,0,0,8.61,0,0,0
ENSMLUG00000008951,4.33,4.82,7.39,6.89,0,14.06,8.29,9.14
ENSMLUG00000004518,38.95,21.69,50.41,30.7,74.71,83.18,49.14,29.63
ENSMLUG00000010365,10.88,9.14,9.96,8.02,8.21,12.16,0,0
ENSMLUG00000008812,51.06,18.54,20.79,14.26,28.5,22.16,20.48,29.74
ENSMLUG00000012621,19.22,23.87,13.99,19.68,19.85,19.39,12.64,13.14
ENSMLUG00000008322,37.09,24.62,23.31,20.3,21.71,43.48,38.45,20.18
ENSMLUG00000005043,9.1,3.34,5.2,3.07,0,0,0,0
ENSMLUG00000013143,229.84,312.95,247.14,184.44,418,224.37,315.53,214.33
ENSMLUG00000002186,22.36,14.22,15.07,17.64,33.97,14.68,27.81,42.55
ENSMLUG00000008643,51.79,22.18,20.63,38.91,32.51,40.91,41.91,36.48
ENSMLUG00000008553,176.23,152.59,198.65,166.42,133.86,123.83,97.44,105.04
ENSMLUG00000014053,21.14,10.1,10.05,8.01,13.07,12.09,6.43,6.15
ENSMLUG00000011066,39.69,41.19,61.64,84.39,50.1,52.51,68.86,49.34
ENSMLUG00000006137,12.18,6.26,9.75,12.13,9.42,20.86,11.64,16.56
ENSMLUG00000013536,7.6,0,0,0,8.77,0,6.02,0
ENSMLUG00000014253,0,0,0,0,0,13.2,0,0
ENSMLUG00000009998,37.03,18.47,31.54,26.01,30.61,34.47,31.1,25.9
ENSMLUG00000015306,0,6.92,41.04,31.17,94.1,49.04,36.22,61.37
ENSMLUG00000002240,29.5,18.98,27.84,11.99,26.84,21.49,20.3,14.09
ENSMLUG00000017021,0,71.84,80.64,126.29,71.17,65.22,70.65,45.2
ENSMLUG00000007308,13.22,0,11.14,5.85,13.82,0,20.07,6.18
ENSMLUG00000009492,17.38,13.37,32.06,23.97,27.96,11.01,9.73,7.69
ENSMLUG00000000073,32.26,6.92,0,0,0,0,0,0
ENSMLUG00000006634,0,0,6.57,3.57,0,0,0,0
ENSMLUG00000012590,8.93,6.3,5.37,6.5,16.31,8.48,0,7.2
ENSMLUG00000026933,13.21,0,0,0,0,0,0,5.69
ENSMLUG00000011575,45.38,62.3,54.04,31.5,81.04,28.26,98.19,50.14
ENSMLUG00000010650,0,15.49,0,8.54,0,0,0,30.63
ENSMLUG00000015340,13.82,10.95,29.41,20.14,21.39,20.22,25.78,8.06
ENSMLUG00000005927,0,0,0,0,0,0,4.05,4.19
ENSMLUG00000006949,48.11,30.23,29.98,37.09,96.33,46.71,42.44,16.08
ENSMLUG00000001818,33.3,12.8,13.43,14.15,36.24,19.24,38.08,24.16
ENSMLUG00000028029,0,0,0,2.33,0,2.53,31.33,3.33
ENSMLUG00000002535,0,0,0,0,28.11,0,0,8.96
ENSMLUG00000008383,13.07,9.56,9.83,6.35,27.15,10.96,8.64,19.93
ENSMLUG00000000169,129.85,120.09,116.8,112.71,136.51,218.25,171.49,177.51
ENSMLUG00000023568,46.38,22.15,104.18,36.18,45.39,35.47,98.04,20.52
ENSMLUG00000005335,36.48,21.84,19.57,25.22,42.89,41.73,36.16,24.9
ENSMLUG00000000866,0,0,4.49,3.83,0,0,0,0
ENSMLUG00000002640,19.7,20.85,18.03,14.88,23.07,26.04,20.92,27.44
ENSMLUG00000006212,33.11,9.36,18.88,17.74,30.98,18.18,23.95,16.98
ENSMLUG00000007802,0,0,2.15,5.32,0,7.83,0,0
ENSMLUG00000015489,47.84,39.76,53.5,69.82,41.03,33.47,22.51,27.71
ENSMLUG00000006685,38.71,0,0,215,75.01,69.8,130.91,116.84
ENSMLUG00000005814,0,0,0,0,0,0,0,9.12
ENSMLUG00000005531,11.43,10.79,10.37,17.44,15.94,13.4,19.92,12.71
ENSMLUG00000002697,12.67,10.48,12.75,7.22,13.08,14.45,21.93,42.87
ENSMLUG00000017327,7.68,6.17,7.07,8.45,7.07,6.56,3.95,15.77
ENSMLUG00000016413,594.27,1089.66,1313.39,883.28,784.63,520.17,718.21,269.57
ENSMLUG00000007062,37.66,10.84,18.59,6.37,0,0,7.48,19.84
ENSMLUG00000012239,37.68,38.61,50.78,47.95,62.08,102.36,66.36,14.52
ENSMLUG00000012587,39.35,13.39,0,0,16.52,37.7,12.14,0
ENSMLUG00000017224,64.6,64.31,63.87,63.5,155.01,128.18,80.67,45.98
ENSMLUG00000000239,25.72,40.57,21.2,18.14,20.45,39.74,18.49,6.6
ENSMLUG00000016331,43.31,18.38,44,10.5,26.92,24.53,31.76,33.93
ENSMLUG00000010360,9.4,16.88,36.41,33.49,15.31,14.29,10.26,8.48
ENSMLUG00000015957,0,0,0,0,0,0,0,6.86
ENSMLUG00000001908,30.29,20.97,23.73,34.39,33.37,22.64,15.8,14
ENSMLUG00000012315,16.35,8.34,7.33,6.83,16.19,23.58,16.92,14.41
ENSMLUG00000014087,40.36,61.36,48.56,63.34,92.94,50.29,65.31,55.75
ENSMLUG00000005167,24.64,14.73,22.16,20.95,35.39,48.46,54.21,14.78
ENSMLUG00000008539,21.58,0,0,4.64,0,0,0,24.39
ENSMLUG00000015490,13.44,16.56,5.52,9.29,15.33,25.47,6.92,7
ENSMLUG00000012776,278.07,227.89,380.1,213.89,221.56,393.73,324.16,181.01
ENSMLUG00000008617,4.73,18.18,203.99,16.45,12.46,23.38,13.41,14.8
ENSMLUG00000015762,32.48,12.18,42.75,26.09,22.09,29.24,16.56,9.81
ENSMLUG00000012732,10.01,6.75,16.22,8.28,10.3,9.98,11.64,12.38
ENSMLUG00000001064,62.02,58.76,40.35,45.09,71.85,261.65,68.05,66.39
ENSMLUG00000004462,106.31,57.5,40.49,0,47.37,96.22,55.05,43.67
ENSMLUG00000016116,20.42,0,12.22,9.42,18.67,8.24,9.05,8.13
ENSMLUG00000014188,20.59,14.95,16.33,9.8,17.43,12.68,31.8,28.48
ENSMLUG00000007104,0,0,3.59,0,0,57.22,19.1,26.27
ENSMLUG00000008223,19.99,11.55,16.89,14.35,31.6,41.69,52.65,40.13
ENSMLUG00000009331,0,0,0,7.3,0,0,0,0
ENSMLUG00000010766,21.25,22.02,19.49,19.35,41.61,21.32,15.13,27.51
ENSMLUG00000005058,32.54,29.92,19.01,15.4,14.67,40.57,32.78,12.3
ENSMLUG00000001911,0,0,3.05,3.21,0,0,0,0
ENSMLUG00000003891,20.18,12.89,14.78,7.18,29.01,0,16.2,9.68
ENSMLUG00000001505,12.15,0,23.37,35.27,33.48,0,0,49.68
ENSMLUG00000003729,23.71,25.31,27.88,8.93,20.42,19.82,16.76,32.14
ENSMLUG00000005198,25.18,17.35,18.51,16.2,20.83,15.55,13.89,10.84
ENSMLUG00000007438,0,0,0,0,0,34.72,0,0
ENSMLUG00000009961,76.52,51.68,36.51,33.47,128.67,80.69,104.94,71.18
ENSMLUG00000011556,0,39.88,0,0,0,0,47.1,0
ENSMLUG00000015503,69.92,26.82,53.75,45.17,72.55,82.68,95.68,72.75
ENSMLUG00000013512,23.49,49.51,154.1,0,100.22,46.55,25.04,0
ENSMLUG00000006207,0,0,0,0,0,21.5,0,0
ENSMLUG00000007038,5.65,2.78,6.37,8.99,6.09,11.32,6.69,18.15
ENSMLUG00000016307,0,17.11,9.96,12.18,17.04,14.88,12.94,21.03
ENSMLUG00000015796,251.06,0,0,0,0,0,0,0
ENSMLUG00000012863,0,0,3.94,5.68,2.25,2.52,0,0
ENSMLUG00000004845,108.06,131.08,106.49,59.6,121.86,67.04,129.8,102.38
ENSMLUG00000012336,0,146.63,78.13,71.03,101.87,67.41,120.81,104.59
ENSMLUG00000013252,0,12.41,0,0,0,0,0,20.27
ENSMLUG00000006749,0,22.41,0,0,0,0,0,27.79
ENSMLUG00000010657,35.75,14.99,12.68,28.29,33.64,46.02,25.68,32.1
ENSMLUG00000017446,13.4,8.79,8.73,10.02,0,11.81,0,12.65
ENSMLUG00000027046,26,0,0,0,28.28,32.88,0,6.38
ENSMLUG00000023248,0,28.66,0,0,0,26.48,36.87,22.3
ENSMLUG00000007122,42.37,36.64,52.81,25.13,50.63,487.01,51.34,38.35
ENSMLUG00000007099,6.82,19.11,5.15,0,7.85,0,7.5,0
ENSMLUG00000012282,0,0,10.23,1.16,0,0,5.77,8.65
ENSMLUG00000029191,9.96,0,18.21,3.68,20.32,10.26,0,0
ENSMLUG00000030490,0,0,38.31,0,58.8,39.44,79.08,0
ENSMLUG00000024744,26.61,16.62,20.04,12.51,19.46,28.78,19.57,15.95
ENSMLUG00000010726,10.93,0,14.58,40.87,15.15,0,6.95,0
ENSMLUG00000002405,47.02,29.52,21.02,16.72,30.9,27.52,42.4,47.74
ENSMLUG00000008777,24.17,174.73,40.3,12.71,47.15,26.82,9.01,67.46
ENSMLUG00000015001,0,7.5,17.15,14.43,0,0,0,0
ENSMLUG00000008464,9.03,8.2,7.92,8.32,8.13,11.83,5.98,6.81
ENSMLUG00000003495,15.9,9.97,9.87,10.98,7.2,6.98,0,26.16
ENSMLUG00000010055,0,0,3.34,10.58,20.94,9,11.78,15.89
ENSMLUG00000007089,19.96,0,7.99,5.25,45.06,0,17.04,17.59
ENSMLUG00000012170,46.45,15.96,50.71,31.95,63.73,63.44,22.42,43.33
ENSMLUG00000001462,0,0,0,0,28.67,0,0,0
ENSMLUG00000002623,22.02,9.51,16.1,13.82,38.57,93.14,14.08,7.94
ENSMLUG00000001208,53.91,156.7,62.43,71.75,65.78,39.01,48.62,40.61
ENSMLUG00000003585,10.76,4.9,3.13,4.84,8.05,8.43,13.11,12.27
ENSMLUG00000006650,26.24,0,8.64,11.35,0,0,0,0
ENSMLUG00000024897,36.25,0,0,0,0,0,0,0
ENSMLUG00000001554,30.9,12.09,15.71,0,11.88,0,10.55,14.56
ENSMLUG00000003569,25.28,14.12,24.57,27.83,18.54,24.86,32.01,15.74
ENSMLUG00000016141,0,24.87,0,0,0,0,30.98,0
ENSMLUG00000012113,0,0,0,0,35.75,0,13.29,0
ENSMLUG00000006729,25.81,14.61,30.18,22.63,52.01,25.79,42.73,14.04
ENSMLUG00000012805,0,0,3.78,0,0,3.41,0,4.62
ENSMLUG00000013697,229.32,290.25,0,345.41,217.32,197.15,153.8,138.19
ENSMLUG00000017316,37.24,63.68,72.81,37.65,50.07,18.96,30.48,29.23
ENSMLUG00000001159,173.83,123.18,141.82,217.13,203.24,97.22,115.74,113.2
ENSMLUG00000007092,50.03,28.32,28.43,31.78,54.76,38.29,36.08,27.79
ENSMLUG00000027328,67.13,62,33.7,33.89,37.4,88.5,43.88,73.46
ENSMLUG00000004947,71.06,198.9,61.68,63.86,99.2,38.46,46.44,28.82
ENSMLUG00000011180,64.83,96.05,52.45,27.41,40.9,44.3,101.27,82.59
ENSMLUG00000010695,0,0,0,0,25.36,46.12,49.76,31.36
ENSMLUG00000000278,168.81,156.42,102.93,79.03,125,98.68,78.28,79.69
ENSMLUG00000016748,0,0,9.13,0,0,0,0,0
ENSMLUG00000002782,59.73,51.75,19.87,17.96,92.08,42.13,64.31,40.77
ENSMLUG00000010891,0,0,0,0,0,0,0,3.11
ENSMLUG00000005625,101.65,104.83,76.04,45.46,31.51,15.68,70.01,82.93
ENSMLUG00000007335,0,0,0,0,0,33.74,0,0
ENSMLUG00000005113,0,0,4.66,5.96,8.84,10.96,0,0
ENSMLUG00000014854,20.51,0,61.04,32.97,0,14.45,0,53.54
ENSMLUG00000009448,25.76,9.95,9.24,9.82,29.83,13.48,23.85,13.06
ENSMLUG00000010217,282.5,333.85,390.13,367.12,141.14,274.68,259.62,151.72
ENSMLUG00000012854,16.23,15.82,12.77,13.07,17.59,16.28,16.34,26.64
ENSMLUG00000001414,39.99,21.87,20.3,11.96,47.94,47.37,23.45,63.26
ENSMLUG00000001279,0,85.83,43.35,27.12,39,0,22.99,9.18
ENSMLUG00000010689,11.18,4.97,8.05,8.96,9.13,0,19.76,25.39
ENSMLUG00000000256,26.23,13.04,43.33,29.97,30.58,17.73,24.22,22.37
ENSMLUG00000002249,53.17,21.77,26.08,17.84,27.35,21.3,34.65,14.13
ENSMLUG00000006157,167.05,109.85,257,36.94,110.56,88.79,84.97,93.66
ENSMLUG00000026519,0,6.33,8.5,9.3,35.66,0,0,13.46
ENSMLUG00000023639,29.55,25.5,20.59,24,22.5,30.27,29.2,40.97
ENSMLUG00000001118,23.24,26.03,21.55,0,23.9,0,22.6,6.89
ENSMLUG00000013463,124.52,107.03,107.53,77.22,80.34,167.1,181.3,114.22
ENSMLUG00000003464,72.82,68.73,51.81,91.53,50.95,65.43,55.69,41.47
ENSMLUG00000005100,37.08,1.76,0,0,64.02,8.51,16.65,0
ENSMLUG00000007977,94.27,100.25,86.74,92.01,97.79,119.76,179.11,72.22
ENSMLUG00000001886,7.85,4.04,8.52,10.31,10.11,11.32,11.31,8.69
ENSMLUG00000030218,46.34,59.97,7.01,0,72.44,133.73,100.96,87.13
ENSMLUG00000001385,0,50.77,0,0,41.38,45.08,71.43,35.17
ENSMLUG00000023783,0,40.6,46.67,17.1,44.11,44.77,55.44,32.86
ENSMLUG00000017589,0,0,9.49,7.09,0,0,0,0
ENSMLUG00000004045,0,0,0,7.59,0,0,0,4.83
ENSMLUG00000001130,0,0,9.33,9.55,48.44,42.6,0,21.18
ENSMLUG00000014037,18.82,13.79,15.15,15.94,14.5,11.04,17.42,14.11
ENSMLUG00000005573,1.52,2.12,7.66,18.22,36.22,19.33,7.86,2.58
ENSMLUG00000017046,0,0,10.35,0,0,0,0,0
ENSMLUG00000015439,80.66,116.27,52,0,48.93,58.57,45.33,32.61
ENSMLUG00000005016,22.8,20.21,20.65,19.58,28.55,21.13,31.4,26.08
ENSMLUG00000016073,10.06,0,0,0,0,0,0,0
ENSMLUG00000005282,49.19,24.53,29.85,42.68,72.13,63.05,80.83,54.06
ENSMLUG00000016146,0,20.65,102.26,39.21,87.02,29.88,56.68,10.96
ENSMLUG00000003989,0,0,0,0,0,0,31.56,0
ENSMLUG00000011521,0,19.84,0,0,0,0,0,0
ENSMLUG00000001937,11.14,13.82,43.08,13.43,13.72,9.79,10.13,16.09
ENSMLUG00000009717,14.24,6.92,6.08,8.02,8.37,34.19,7.89,9.39
ENSMLUG00000002489,83.54,66.73,57.58,65.04,144.45,124.26,105.02,87.09
ENSMLUG00000022646,1.27,0,2,1.41,0,0,0,0
ENSMLUG00000016199,28.9,35.49,80.11,42.96,54.65,61.43,79.68,49.28
ENSMLUG00000010714,32.26,18.14,46.72,20.43,32.5,62.55,52.34,35.48
ENSMLUG00000005635,9.57,0,5.77,4.25,32.68,16.43,15.65,13.7
ENSMLUG00000027366,15.38,8.76,11.82,15.5,10.87,12.69,9.99,6.55
ENSMLUG00000007291,15.1,16.76,13.82,5.98,12.61,15.68,18.38,16.92
ENSMLUG00000012466,27.96,17.37,9.83,11.87,18.31,24.84,13.71,12.17
ENSMLUG00000007143,0,0,2.6,1.71,0,0,0,5.43
ENSMLUG00000008807,26.74,21.47,19.36,28.24,18.81,18.49,38.47,56.59
ENSMLUG00000000645,33.14,22.94,42.31,32.84,52.91,32.67,55.26,21.14
ENSMLUG00000014912,9.98,12.65,4.51,3.91,9.07,9.99,7.47,11.63
ENSMLUG00000010634,10.87,17.35,13.98,0,28.76,17.93,12.4,27.54
ENSMLUG00000010610,40.36,61.74,49.29,34.55,59.06,0,37.77,0
ENSMLUG00000000979,40.37,41.54,27.3,29.01,39.65,42.29,48.21,44.09
ENSMLUG00000015398,40.31,30.39,42.16,18.73,142.47,34.5,86.47,63.39
ENSMLUG00000006346,40.35,31.31,21.05,10.66,28.05,30.41,0,0
ENSMLUG00000015710,40.28,62.82,38.05,22.84,57.47,70.71,44.02,78.88
ENSMLUG00000022951,22.93,9.14,12.06,7.24,40.45,20.99,45.86,28.57
ENSMLUG00000009923,31.23,15.21,14.31,15.18,32.52,31.95,45.38,11.09
ENSMLUG00000022201,10.91,7.8,7.35,4.33,11.88,31.93,20.67,7.36
ENSMLUG00000012975,9.79,4.91,8.8,6.45,14.62,15.26,6.34,11.34
ENSMLUG00000026355,5.4,21.13,25.27,29.99,18.34,13.77,10.02,11.67
ENSMLUG00000027358,0,4.62,0,0,0,0,0,0
ENSMLUG00000003284,0,6.04,8.43,11.45,28.13,19.81,8.71,30.9
ENSMLUG00000008230,122.12,143.77,124.42,42.7,277.47,80.65,103.99,120.05
ENSMLUG00000004983,49.11,31.62,14.98,12.03,81.18,0,0,0
ENSMLUG00000006964,262.12,204.7,363.11,251.81,221.21,317.8,313.25,199.23
ENSMLUG00000009533,0,0,1.93,4.04,0,0,0,0
ENSMLUG00000012665,75.22,16.89,52.69,26.59,38.02,17.89,32.28,10.99
ENSMLUG00000007479,57.19,35.17,42.13,49.5,68.01,48.83,81.03,41.29
ENSMLUG00000003556,0,0,0,0,0,2.31,0,0
ENSMLUG00000011818,51.02,23.49,6.97,10.62,18.49,25.44,13.99,10.25
ENSMLUG00000010348,0,22.57,0,16.92,0,13.84,0,39.91
ENSMLUG00000005856,17.62,21.11,61.57,16.65,14.63,24.82,74.14,46.72
ENSMLUG00000005607,0,0,0,0,11.36,0,0,0
ENSMLUG00000007201,65.29,53.68,75.11,54.04,60,44.86,84.55,70.3
ENSMLUG00000010354,0,0,2.09,0,0,8.16,5.92,4.87
ENSMLUG00000000695,87.05,26.69,26.96,41.8,30.3,0,30.43,32.47
ENSMLUG00000029065,14.97,30.08,10.13,7.63,21.03,34.33,8.87,11.32
ENSMLUG00000014550,11.82,5.66,10.09,10.13,11.74,14.74,8.22,9.39
ENSMLUG00000001649,19.17,0,4.01,0,7.85,0,0,6.26
ENSMLUG00000028170,0,0,0,0,0,8.11,0,0
ENSMLUG00000005369,9.31,14.99,14.45,15.11,31.96,20.98,28.99,25.18
ENSMLUG00000009484,0,7.53,9.19,18,27.24,27.43,0,0
ENSMLUG00000016734,0,28.27,21.29,25.25,19.21,28.59,18.49,27.09
ENSMLUG00000014935,62.27,40.96,40.88,36.4,34.27,36.61,31.57,27.01
ENSMLUG00000015481,12.94,10.26,12.87,15.66,303.13,22.47,11.52,12.83
ENSMLUG00000006946,18.64,26.05,52.36,50.08,23.26,19.46,19.79,12.31
ENSMLUG00000014204,91.69,0,0,0,0,0,0,0
ENSMLUG00000004690,54.34,42.9,49.41,31.65,46.19,36.33,44.89,46.6
ENSMLUG00000003363,6.3,0,0,0,4.52,9.66,0,4.46
ENSMLUG00000009263,0,0,6.56,0,0,0,0,5.74
ENSMLUG00000010554,88.27,75.8,61.46,23.75,54.45,29.72,65.62,37.65
ENSMLUG00000004869,113.57,86.36,117.35,62.67,93.71,81.69,87.85,72.64
ENSMLUG00000025527,5.66,0,0,2.52,11.41,6.16,0,6.56
ENSMLUG00000014288,41.91,29.01,11.31,14.67,43.93,388.06,18.08,28.07
ENSMLUG00000012210,31.75,21.65,7.65,7.42,31.04,55.25,39,9.74
ENSMLUG00000008146,1.16,2.99,1.35,0,0,6.67,6.62,3.99
ENSMLUG00000012075,6.91,6.25,3,0,0,0,4.8,3.07
ENSMLUG00000002103,0,0,12.3,0,0,0,0,0
ENSMLUG00000001835,27.4,21.72,13.81,10.02,25.92,48.64,32.25,9.91
ENSMLUG00000002797,38.99,24.93,56.68,36.22,46.35,33.66,35.88,30.76
ENSMLUG00000013368,0,0,1.96,2.4,0,0,3.84,6.99
ENSMLUG00000006810,0,6.95,2.51,7.59,0,17.61,6,0
ENSMLUG00000002423,0,0,65.96,58.67,15.73,19,15.37,0
ENSMLUG00000015225,42.24,28.46,40.9,37.02,75.91,30.78,37.4,42.17
ENSMLUG00000028887,0,0,0,0,60.2,0,0,0
ENSMLUG00000010711,3.74,0,0,0,0,0,0,0
ENSMLUG00000000004,45.15,82.94,52.88,16.72,81.91,46.39,50.52,70.62
ENSMLUG00000005700,88.09,43.46,21.56,19.95,55.43,0,26.26,19.06
ENSMLUG00000016722,18.13,0,12.91,9.73,0,0,9.76,0
ENSMLUG00000011067,17.43,19.22,9.43,5.56,24.67,7.86,8.63,14.15
ENSMLUG00000001168,0,0,3.09,3.46,0,7.03,0,14.91
ENSMLUG00000002480,27.8,0,11.15,3.78,0,37.85,0,0
ENSMLUG00000030552,0,0,4.33,4.8,0,3.94,0,0
ENSMLUG00000013447,32.29,4.84,12.3,6.59,12.3,39.07,20.67,12.62
ENSMLUG00000010383,0,14.63,5.11,4.85,0,0,5.3,3.87
ENSMLUG00000016964,0,0,25.32,13.03,34.75,33.71,17.77,17.96
ENSMLUG00000010216,123.02,58.69,78.28,99.92,98.52,94.04,70.57,152.37
ENSMLUG00000014583,26.11,14.48,22.65,12.89,31.91,0,51.73,38.94
ENSMLUG00000003146,10.26,18.86,28.91,58.65,20,19.68,28.23,30.08
ENSMLUG00000005484,15.77,217.23,14.9,9.9,19,13.07,15.76,25.55
ENSMLUG00000004900,5.89,3.46,3.9,4.67,5.77,18.74,15.9,7.8
ENSMLUG00000017525,28.8,47.88,61.05,53.3,44.35,51.81,84.14,5.39
ENSMLUG00000007668,0,0,5.71,0,0,0,0,0
ENSMLUG00000012933,0,0,2.83,0,0,0,0,0
ENSMLUG00000013002,16.39,12.68,11.44,9.2,21.09,0,0,0
ENSMLUG00000004433,89.26,25.17,78.39,48.24,51.9,33.16,95.24,31.21
ENSMLUG00000006338,17.65,19.96,13.92,10.94,10.9,47.65,34.56,17.53
ENSMLUG00000002275,0,0,0,0,0,69.96,0,0
ENSMLUG00000009024,7.12,2.4,4.75,11.46,33.99,86.94,0,8.15
ENSMLUG00000012035,0,0,8.2,4.98,0,15.62,10.88,39.18
ENSMLUG00000015955,0,0,4.3,9.63,5.37,0,23.12,13.13
ENSMLUG00000006155,47.23,13.95,60.63,48.97,21.23,30.45,12.74,0
ENSMLUG00000011535,9.29,14.92,20.12,15.33,27.74,20.82,85.43,23.69
ENSMLUG00000023514,0,5.91,0,2.26,0,0,14.3,5.04
ENSMLUG00000011994,26.28,19.63,35.72,29.88,57.22,100.14,94.94,15.08
ENSMLUG00000001083,6.42,6.92,27.16,45.38,14.93,0,29.93,0
ENSMLUG00000002908,111.4,93.89,90.41,61.41,113.91,102.96,119.72,68.86
ENSMLUG00000002462,20.88,23.81,24.69,18.67,52.56,25.5,0,21.55
ENSMLUG00000009477,0,1.61,0,2.73,3.36,0,0,0
ENSMLUG00000014093,38.24,32.78,26.24,13.25,16.59,27.01,24.38,25.24
